ORDER	LATENCY	ABS	TYPE
1	17622	17622	local
2	24121	41743	local
3	2334	44077	local
4	3291	47368	local
5	3359	50727	local
6	2004	52731	local
7	2161	54892	local
8	1846	56738	local
9	2008	58746	local
10	1682	60428	local
11	3251	63679	local
12	169593	233272	global
13	6770	240042	local
14	3619	243661	local
15	4970	248631	local
16	1814	250445	local
17	1462	251907	local
18	2050	253957	local
19	1505	255462	local
20	1366	256828	local
21	7570	264398	global
22	13908	278306	global
23	2350	280656	local
24	4642	285298	local
25	1729	287027	local
26	1985	289012	local
27	2030	291042	local
28	23773	314815	global
29	37885	352700	global
30	1676	354376	local
31	1506	355882	local
32	1653	357535	local
33	1662	359197	local
34	1534	360731	local
35	1850	362581	local
36	2417	364998	local
37	1583	366581	local
38	61947	428528	global
39	1743	430271	local
40	1978	432249	local
41	2497	434746	local
42	1956	436702	local
43	65077	501779	global
44	1650	503429	local
45	1468	504897	local
46	15806	520703	global
47	1779	522482	local
48	1801	524283	local
49	1592	525875	local
50	1968	527843	local
51	2275	530118	local
52	1717	531835	local
53	1544	533379	local
54	1324	534703	local
55	1406	536109	local
56	1365	537474	local
57	1472	538946	local
58	1808	540754	local
59	1947	542701	local
60	1554	544255	local
61	1665	545920	local
62	39280	585200	global
63	8720	593920	local
64	2807	596727	local
65	2474	599201	local
66	2330	601531	local
67	1776	603307	local
68	3962	607269	local
69	1767	609036	local
70	1626	610662	local
71	1509	612171	local
72	4974	617145	local
73	1862	619007	local
74	1588	620595	local
75	1684	622279	local
76	1642	623921	local
77	1901	625822	local
78	1839	627661	local
79	4836	632497	local
80	5536	638033	local
81	8546	646579	local
82	1514	648093	local
83	1904	649997	local
84	1651	651648	local
85	1477	653125	local
86	1512	654637	local
87	1961	656598	local
88	2713	659311	local
89	3635	662946	local
90	2291	665237	local
91	1869	667106	local
92	1762	668868	local
93	1820	670688	local
94	2362	673050	local
95	1751	674801	local
96	1618	676419	local
97	1632	678051	local
98	1415	679466	local
99	1597	681063	local
100	1772	682835	local
101	1432	684267	local
102	1524	685791	local
103	1430	687221	local
104	23247	710468	global
105	1703	712171	local
106	1474	713645	local
107	17185	730830	global
108	12571	743401	global
109	2258	745659	local
110	1165	746824	local
111	13555	760379	global
112	17142	777521	global
113	1443	778964	local
114	1515	780479	local
115	1939	782418	local
116	1055	783473	local
117	1152	784625	local
118	1408	786033	local
119	3431	789464	local
120	2151	791615	local
121	1511	793126	local
122	1302	794428	local
123	1149	795577	local
124	1239	796816	local
125	1214	798030	local
126	1615	799645	local
127	2159	801804	local
128	4577	806381	global
129	1794	808175	local
130	1404	809579	local
131	1646	811225	local
132	1868	813093	local
133	2445	815538	local
134	1437	816975	local
135	1339	818314	local
136	1696	820010	local
137	3347	823357	local
138	1704	825061	local
139	1690	826751	local
140	1861	828612	local
141	1582	830194	local
142	1266	831460	local
143	1440	832900	local
144	4869	837769	global
145	4859	842628	local
146	1748	844376	local
147	7329	851705	global
148	1729	853434	local
149	1186	854620	local
150	5269	859889	global
151	1657	861546	local
152	2617	864163	local
153	2167	866330	local
154	1523	867853	local
155	2035	869888	local
156	1482	871370	local
157	1461	872831	local
158	1650	874481	local
159	10083	884564	global
160	2375	886939	local
161	2765	889704	local
162	15822	905526	global
163	11932	917458	local
164	11165	928623	local
165	48824	977447	global
166	1835	979282	local
167	1434	980716	local
168	1274	981990	local
169	1408	983398	local
170	1291	984689	local
171	1160	985849	local
172	10407	996256	global
173	1370	997626	local
174	961	998587	local
175	928	999515	local
176	1057	1000572	local


--------------
Stats:
	Total: 176
	Mean: 4455.330985915493
	StdDev: 9098.454861200476
	Max: 11932
	Percentile (25, 50, 75, 95, 99): (1592, 1808, 2375, 7570, 11932)
--------------

